sample_collection_date,lineage_name,who_name
2020-07-09,B.1.177,20E-EU1
2020-07-02,B.1.177,20E-EU1
2020-07-02,B.1.177,20E-EU1
2020-06-30,B.1.177,20E-EU1
2020-06-26,B.1.177,20E-EU1
2020-06-26,B.1.177,20E-EU1
2020-06-30,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-06-30,B.1.177,20E-EU1
2020-06-25,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-06-30,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-07-03,B.1.177,20E-EU1
2020-06-30,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-06-27,B.1.177,20E-EU1
2020-07-06,B.1.177,20E-EU1
2020-09-10,B.1.177,20E-EU1
2020-09-10,B.1.177,20E-EU1
2020-09-14,B.1.177,20E-EU1
2020-09-14,B.1.177,20E-EU1
2020-09-17,B.1.177,20E-EU1
2020-09-20,B.1.177,20E-EU1
2020-09-20,B.1.177,20E-EU1
2020-09-20,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-09-28,B.1.177,20E-EU1
2020-09-28,B.1.177,20E-EU1
2020-09-28,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-12-21,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-12-26,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-12-26,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-12-18,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177.32,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177.10,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177.53,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177.53,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2020-12-22,B.1.177,20E-EU1
2021-01-01,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-02,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-02,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-02,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-04,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-06,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-06,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-06,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-11-04,B.1.177,20E-EU1
2020-11-08,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-11-08,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-11-08,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-11-08,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-11-08,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-11-09,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-11-09,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-11-09,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-08,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-02,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-11-06,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-11-06,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-08,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2020-10-16,B.1.177,20E-EU1
2021-01-07,B.1.177,20E-EU1
2021-01-16,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-16,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-16,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-16,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-16,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-16,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-16,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-12-26,B.1.177,20E-EU1
2020-12-26,B.1.177,20E-EU1
2020-12-26,B.1.177,20E-EU1
2020-12-26,B.1.177,20E-EU1
2020-12-26,B.1.177,20E-EU1
2020-12-26,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2021-01-05,B.1.177,20E-EU1
2021-01-05,B.1.177,20E-EU1
2020-12-29,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.177,20E-EU1
2020-12-29,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177.35,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2020-10-26,B.1.177,20E-EU1
2020-10-25,B.1.177,20E-EU1
2020-10-26,B.1.177,20E-EU1
2020-10-26,B.1.177,20E-EU1
2020-10-27,B.1.177.47,20E-EU1
2020-10-27,B.1.177,20E-EU1
2020-10-27,B.1.177,20E-EU1
2020-10-27,B.1.177.47,20E-EU1
2020-10-29,B.1.177,20E-EU1
2020-11-02,B.1.177,20E-EU1
2020-11-01,B.1.177,20E-EU1
2020-12-05,B.1.177,20E-EU1
2020-12-05,B.1.177,20E-EU1
2020-12-17,B.1.177,20E-EU1
2020-12-17,B.1.177,20E-EU1
2020-12-17,B.1.177.47,20E-EU1
2020-12-17,B.1.177,20E-EU1
2020-12-20,B.1.177,20E-EU1
2020-12-20,B.1.177,20E-EU1
2020-12-20,B.1.177.56,20E-EU1
2020-12-20,B.1.177,20E-EU1
2020-12-20,B.1.177,20E-EU1
2020-12-20,B.1.177,20E-EU1
2020-12-20,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-28,B.1.177,20E-EU1
2021-01-11,B.1.177,20E-EU1
2021-01-11,B.1.177,20E-EU1
2021-01-11,B.1.177,20E-EU1
2021-01-01,B.1.177,20E-EU1
2021-01-01,B.1.177,20E-EU1
2021-01-02,B.1.177,20E-EU1
2021-01-02,B.1.177,20E-EU1
2021-01-02,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2021-01-20,B.1.177,20E-EU1
2021-01-20,B.1.177,20E-EU1
2020-12-15,B.1.177.53,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177.53,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2021-01-28,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-30,B.1.177.10,20E-EU1
2021-01-30,B.1.177.10,20E-EU1
2021-01-28,B.1.177.74,20E-EU1
2021-01-29,B.1.177.10,20E-EU1
2021-01-28,B.1.177.75,20E-EU1
2021-01-28,B.1.177,20E-EU1
2021-01-28,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-28,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-29,B.1.177,20E-EU1
2021-01-28,B.1.177.10,20E-EU1
2021-01-29,B.1.177,20E-EU1
2021-01-29,B.1.177,20E-EU1
2021-01-29,B.1.177,20E-EU1
2021-01-29,B.1.177,20E-EU1
2021-01-28,B.1.177,20E-EU1
2021-01-28,B.1.177,20E-EU1
2021-01-28,B.1.177.10,20E-EU1
2021-01-28,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-29,B.1.177.10,20E-EU1
2021-01-30,B.1.177,20E-EU1
2021-01-30,B.1.177,20E-EU1
2021-01-30,B.1.177,20E-EU1
2021-01-30,B.1.177.10,20E-EU1
2021-01-30,B.1.177.10,20E-EU1
2021-01-30,B.1.177,20E-EU1
2021-01-30,B.1.177.10,20E-EU1
2021-01-30,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-30,B.1.177.10,20E-EU1
2021-01-30,B.1.177.10,20E-EU1
2021-01-30,B.1.177,20E-EU1
2021-01-30,B.1.177.75,20E-EU1
2021-01-30,B.1.177,20E-EU1
2021-01-30,B.1.177.10,20E-EU1
2021-01-30,B.1.177.10,20E-EU1
2021-01-30,B.1.177.10,20E-EU1
2021-01-21,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-18,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-14,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-14,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-14,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-12,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-12,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-12,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-12,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-26,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-27,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-25,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-19,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-25,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-18,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-26,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-19,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-18,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-21,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-18,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-18,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-18,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-04,B.1.177.10,20E-EU1
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-18,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-20,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-12,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-25,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-26,B.1.177.10,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177.10,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177.10,20E-EU1
2021-01-26,B.1.177.10,20E-EU1
2021-01-26,B.1.177.10,20E-EU1
2021-01-26,B.1.177.10,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177.10,20E-EU1
2021-01-26,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177.75,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-26,B.1.177,20E-EU1
2021-01-26,B.1.177.10,20E-EU1
2021-01-18,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-16,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-16,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-05,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-25,B.1.177.10,20E-EU1
2020-12-26,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-19,B.1.177,20E-EU1
2021-01-19,B.1.177,20E-EU1
2021-01-19,B.1.177,20E-EU1
2021-01-19,B.1.177,20E-EU1
2021-01-19,B.1.177,20E-EU1
2021-01-19,B.1.177,20E-EU1
2021-01-18,B.1.1.7 (VBM Alpha),Alpha_VOC
2021-01-18,B.1.177,20E-EU1
2021-01-18,B.1.177,20E-EU1
2021-01-18,B.1.177,20E-EU1
2021-01-18,B.1.177,20E-EU1
2021-01-18,B.1.177.10,20E-EU1
2021-01-17,B.1.177,20E-EU1
2021-01-21,B.1.177,20E-EU1
2021-01-25,B.1.177,20E-EU1
2021-01-22,B.1.177,20E-EU1
2021-01-21,B.1.177,20E-EU1
2020-12-14,B.1.177.32,20E-EU1
2020-12-14,B.1.177.32,20E-EU1
2020-12-14,B.1.177.32,20E-EU1
2020-12-15,B.1.177.32,20E-EU1
2020-12-15,B.1.177.32,20E-EU1
2020-12-16,B.1.177.32,20E-EU1
2020-12-23,B.1.177.32,20E-EU1
2020-12-30,B.1.177.32,20E-EU1
2020-12-26,B.1.177.32,20E-EU1
2020-12-26,B.1.177.32,20E-EU1
2020-12-28,B.1.177,20E-EU1
2020-12-29,B.1.177,20E-EU1
2020-12-29,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2021-01-22,B.1.177,20E-EU1
2021-01-22,B.1.177,20E-EU1
2021-01-27,B.1.177,20E-EU1
2021-01-27,B.1.177.74,20E-EU1
2021-02-04,B.1.177,20E-EU1
2021-02-04,B.1.177,20E-EU1
2021-02-04,B.1.177,20E-EU1
2021-02-04,B.1.177,20E-EU1
2021-02-04,B.1.177.35,20E-EU1
2021-02-04,B.1.177,20E-EU1
2021-02-04,B.1.177,20E-EU1
2021-02-03,B.1.177,20E-EU1
2021-02-04,B.1.177.74,20E-EU1
2021-02-03,B.1.177.74,20E-EU1
2021-02-03,B.1.177.74,20E-EU1
2020-11-27,B.1.177,20E-EU1
2020-11-27,B.1.177,20E-EU1
2021-02-04,B.1.177,20E-EU1
2021-01-14,B.1.177,20E-EU1
2020-11-06,B.1.177,20E-EU1
2020-11-06,B.1.177,20E-EU1
2020-11-06,B.1.177.32,20E-EU1
2020-11-06,B.1.177,20E-EU1
2020-11-06,B.1.177,20E-EU1
2020-11-06,B.1.177,20E-EU1
2020-11-06,B.1.177,20E-EU1
2020-11-06,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177.35,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-11-05,B.1.177.35,20E-EU1
2020-11-05,B.1.177.35,20E-EU1
2020-11-05,B.1.177,20E-EU1
2020-12-30,B.1.177.32,20E-EU1
2020-12-30,B.1.177.32,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177.35,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177.47,20E-EU1
2020-12-30,B.1.177.32,20E-EU1
2020-12-30,B.1.177.32,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.1.7 (VBM Alpha),Alpha_VOC
2020-12-31,B.1.177.32,20E-EU1
2020-12-31,B.1.177.32,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.47,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-29,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177.4,20E-EU1
2020-12-30,B.1.177.47,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-30,B.1.177,20E-EU1
2020-12-29,B.1.177,20E-EU1
2020-12-29,B.1.177,20E-EU1
2020-12-29,B.1.177,20E-EU1
2020-12-31,B.1.177,20E-EU1
2020-12-31,B.1.177,20E-EU1
2020-12-31,B.1.177,20E-EU1
2020-12-14,B.1.177.32,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-14,B.1.177,20E-EU1
2020-12-15,B.1.177,20E-EU1
