sequence_name,sample_date,epi_week,epi_date,lineage
England/BRBR-2EC2112/2021,2021-12-15,103,2021-12-12,AY.4.2.1
England/PLYM-2EA7F46/2021,2021-12-15,103,2021-12-12,AY.4.2.1
England/PLYM-2EA818B/2021,2021-12-15,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2EBFFA5/2021,2021-12-15,103,2021-12-12,AY.4.2.1
England/PLYM-2EA5BAE/2021,2021-12-15,103,2021-12-12,AY.4.2.1
England/PLYM-2EB06FA/2021,2021-12-15,103,2021-12-12,AY.4.2.1
England/PHEC-YYBW37N/2021,2021-12-15,103,2021-12-12,AY.4.2.1
England/ARCH-002030H3/2021,2021-12-15,103,2021-12-12,AY.4.2.1
England/PHEC-3V0BDV29/2021,2021-12-15,103,2021-12-12,AY.4.2.1
England/PHEP-YYN6COW/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2F0809A/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHEP-YYN4HSY/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGK9IN/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGK9SY/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGXNB6/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F5CCEE/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/MILK-2EC4F25/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/QEUH-2F5DE7E/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F5A66A/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F5A882/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F642F0/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F63E57/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F5E709/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F5EBFE/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F5E7DC/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NORT-YBRJE6/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NORT-YBRM33/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHEP-YYN3TR1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/BRBR-2F37302/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F328AE/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHEP-YYNHNCM/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/BRBR-2F3A2D5/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F378B8/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F37803/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NORW-3102AD5/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NORW-31027AE/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NORW-3103C28/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F279C7/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2F0E61A/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F25844/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2F1C761/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2F1C084/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGK37A/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKANO/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKU3G/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKFTR/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKM4C/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJ4CH/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKEXG/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKEJ1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKAB1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJ51Q/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJ3KB/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKFOG/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKQN4/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKKDH/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKWSM/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHEP-YYNZ654/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/QEUH-2EF691D/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EE586F/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EECE57/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EE55A4/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/BRBR-2EE3148/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EF00E1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EEFFCA/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHEP-YYNSA5N/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F0026F/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2F10DD4/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/QEUH-2F0DAF1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/QEUH-2F0DE31/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJJF5/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJF3S/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJZBI/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJXC8/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJF4W/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJUUW/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHWC-PGJGF6/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJOST/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJD7O/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EF111A/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EE5B1B/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHEP-YYNZR7O/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHEP-YYNZFT8/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHEP-YYNZRMI/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F04ED0/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F03606/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2F02AA1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NORT-YBNGT1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NORT-YBBKTO/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2ED56D1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2ECF1F7/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2ED5747/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2ED5AC6/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EDFBC9/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EE00F3/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EDFB9C/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/ALDP-2EDBE3D/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EE00C6/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EE003F/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/ALDP-2EDBDB8/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2ED1D1C/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2ED986E/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2ED8CDC/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2ED8E8B/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/BRBR-2EC93F7/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2ECA5D2/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/ALDP-2EE1265/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2ED4353/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2ED449C/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/ALDP-2ED37C1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2ED4E8F/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2ED14AE/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2ED1505/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2ED114D/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/BRBR-2ED167B/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2ECCF2D/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EC8501/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EC6503/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2ED9215/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2ED9558/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2ED9E8A/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2ED92D9/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2ED942E/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2ED7587/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EC69BC/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EAD61E/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EAD56C/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EAD53F/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA78B4/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EAD0F2/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EAD49C/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/QEUH-2EA241F/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EA3C34/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E965EE/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E94F3D/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E969D3/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E96618/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E96487/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E94D51/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E95CCC/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/ALDP-2EC471E/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/LSPA-2EC0FED/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/ALDP-2EC55B9/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E9C31B/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/QEUH-2E9DCB5/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E9C3B1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E98300/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2E9DD2B/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E9C375/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2EB78EE/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EB7022/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2EB7769/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2EB79BE/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2EB6EA1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EB714D/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2EB77F0/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EB6F53/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E9A043/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E9A016/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E98F39/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E99062/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA9E38/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2EB10DD/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EAF6C1/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA6DA7/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA1726/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA1A1E/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA3074/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA188D/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/QEUH-2EA054B/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2EA0411/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E9EEFA/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA4046/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/MILK-2E9EECD/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2E9941B/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2E996D9/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/ALDP-2EA872F/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EA7E76/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EA8419/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EA80AC/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA97B5/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA9A25/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2EAF10C/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EA5C05/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EA5FFD/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EA5B53/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/NEWC-2EAF01E/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EA60CC/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA55DD/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Wales/MILK-2EA57E6/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA5616/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EA5009/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EB0AA3/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EB05C0/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EB0900/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EAE38F/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2E94BC0/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PLYM-2EAE47D/2021,2021-12-14,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2EB89DB/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/MILK-2EB90C6/2021,2021-12-14,103,2021-12-12,AY.4.2.1
England/PHEC-5N0AFZAC/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYNH1TO/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYNHPD1/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYN5GWA/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYN5EKM/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Scotland/SCOT-2241/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/BRBR-2E7520C/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PLYM-2E7A8E7/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E796B1/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E7A79F/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/BRBR-2E74F9D/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E7A5D1/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E7A0D0/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEC-3W083W39/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/NORW-31059FC/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/NORW-3103CD1/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/NORW-3102EA7/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/NORW-3104E24/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/NORW-3105C40/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2F26A6B/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/QEUH-2F1B586/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGKZXZ/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYNZHBT/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/QEUH-2EF6C7E/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2EFF2A0/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2EE2F03/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJQO9/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJABW/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJY7U/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJNS9/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJ1F1/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJXEX/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJ1UI/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJR3Z/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJBOC/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJKI3/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJJBD/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJC9D/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJKBN/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJ1RW/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJDE5/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJDJ3/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJAEG/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJUK8/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJYDE/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJMBB/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJBQT/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJTM8/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Wales/PHWC-PGJK19/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYNS7ER/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EF7F56/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYNZNZ6/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2EF5723/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Northern_Ireland/NIRE-01792a/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/BRBR-2EFA5AC/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2EF95CB/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2F03536/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E8CB07/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E8DB7F/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2E8A635/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2F02A47/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EE75EE/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/NORT-YBB15W/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/NORT-YBNDCY/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/NORT-YBB6KM/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/NORT-YBNDD1/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEC-3W068W5A/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEC-3W070W15/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEC-3W067WB7/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEC-3W06AWCD/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2ED7AE2/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2ED7A3D/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/BRBR-2ECAA6A/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/BRBR-2ECA8BB/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2EBDA88/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EC1BCA/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/BRBR-2ED2C4B/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/BRBR-2ECD95B/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2ECCF3C/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2ECCDC9/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2ECCE6C/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/BRBR-2ED174B/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2EC703E/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2EC672B/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2ED0F71/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PLYM-2EAD58A/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EA3812/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EA3BA0/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2EC108F/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EAB9EA/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EAC0D5/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EAB601/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EABF42/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E9C463/2021,2021-12-13,103,2021-12-12,AY.4.2.1
Scotland/QEUH-2EB7972/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E85281/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E8545E/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E85A01/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E8742F/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E87683/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E858E9/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E874E3/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E9A201/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2E98C05/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EAEC75/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EAED09/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2EA708F/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EB3E95/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EB3E4A/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2EA6FCF/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EB3E0E/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PLYM-2EAF834/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2EA3F3B/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2EA3E98/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2E9E0F4/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2E9A6C9/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2E9E012/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/LSPA-2E9AA09/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EAAD0D/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EA8886/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EA876B/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYNSERB/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYNSG7O/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/PHEP-YYNSG5W/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EA6A0A/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/MILK-2EA5607/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EB519A/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EB50F7/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EB5C6C/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EB4F46/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EB581D/2021,2021-12-13,103,2021-12-12,AY.4.2.1
England/ALDP-2EB5042/2021,2021-12-13,103,2021-12-12,AY.4.2.1
