sequence_name,sample_date,epi_week,epi_date,lineage
England/MILK-362E46B/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-362E234/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-362DD34/2022,2022-02-09,111,2022-02-06,BA.1
England/ALDP-362B49B/2022,2022-02-09,111,2022-02-06,BA.1
England/HSLL-3629F8D/2022,2022-02-09,111,2022-02-06,BA.1
England/HSLL-3629F6F/2022,2022-02-09,111,2022-02-06,BA.1
England/HSLL-3629E53/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-3642EBE/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-3643187/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-3642D1B/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-3641FCB/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-3641C3D/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-36430C6/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-3642F7F/2022,2022-02-09,111,2022-02-06,BA.1
England/MILK-363812B/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-36377C0/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-36378FA/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-36377FD/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/QEUH-3637836/2022,2022-02-09,111,2022-02-06,BA.1
England/MILK-363813A/2022,2022-02-09,111,2022-02-06,BA.1
England/NEWC-3636FAB/2022,2022-02-09,111,2022-02-06,BA.1
England/NEWC-36356C5/2022,2022-02-09,111,2022-02-06,BA.1
England/NEWC-3636D65/2022,2022-02-09,111,2022-02-06,BA.1
England/NEWC-3636B7A/2022,2022-02-09,111,2022-02-06,BA.1
England/NEWC-3636CB3/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B0Z8A/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0BCZ4A/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B6Z79/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0A9Z35/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5T038Z02/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5T039ZA5/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5T038Z11/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5T033ZC5/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5T03AZ57/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B6Z3D/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5T034Z86/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B1Z78/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B8Z82/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0BAZ6E/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0A5Z8C/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B4Z33/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B0Z20/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B9Z70/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0BEZDB/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0ABZ99/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B4Z51/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B4ZF7/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B7ZA3/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5T033ZE3/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B4Z42/2022,2022-02-09,111,2022-02-06,BA.1
England/PHEC-5S0B5Z6D/2022,2022-02-09,111,2022-02-06,BA.1
England/DHSC-CYDWSY1/2022,2022-02-09,111,2022-02-06,BA.1
England/DHSC-CYBSNTB/2022,2022-02-09,111,2022-02-06,BA.1
England/DHSC-CYDD4RJ/2022,2022-02-09,111,2022-02-06,BA.1
England/DHSC-CYD457G/2022,2022-02-09,111,2022-02-06,BA.1
England/MILK-360891D/2022,2022-02-09,111,2022-02-06,BA.1
England/MILK-3608713/2022,2022-02-09,111,2022-02-06,BA.1
England/MILK-360B7D4/2022,2022-02-09,111,2022-02-06,BA.1
England/MILK-3609994/2022,2022-02-09,111,2022-02-06,BA.1
England/MILK-360B4A0/2022,2022-02-09,111,2022-02-06,BA.1
England/MILK-3609B34/2022,2022-02-09,111,2022-02-06,BA.1
England/NEWC-361EE51/2022,2022-02-09,111,2022-02-06,BA.1
England/NEWC-361F7FB/2022,2022-02-09,111,2022-02-06,BA.1
England/NEWC-361FD35/2022,2022-02-09,111,2022-02-06,BA.1
Scotland/EDB44875/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYB3ZQP/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYDSMCB/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBIEXN/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYDTCIZ/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBMW1R/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYDZ3YJ/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/SCOT-5995/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/EDB44591/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYNZURE/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYNDM8U/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYD6M1R/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYY9FDK/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEUN74/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PE1XXC/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36EB172/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEOKYU/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEX4ZZ/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBXMPO/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYNRM5E/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYNUNJZ/2022,2022-02-08,111,2022-02-06,BA.1
England/MILK-36D4CA8/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-36527FC/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36532FA/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36552CB/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36531EE/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365337F/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQWGN/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQA9M/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQ4KW/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEXI5W/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBCNOA/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYYC81O/2022,2022-02-08,111,2022-02-06,BA.1
Northern_Ireland/NORT-YNB7NAP/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/NORT-YNB7QH3/2022,2022-02-08,111,2022-02-06,BA.1
Wales/NORT-YNBHPIK/2022,2022-02-08,111,2022-02-06,BA.1
Northern_Ireland/NORT-YNBHQDQ/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/NORT-YNBHA9M/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYYJZOK/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBGUTT/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36A651D/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP4OJ/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPIPI/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPWNC/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPIFF/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPE69/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP7MT/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPT6S/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP4BE/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP7Y8/2022,2022-02-08,111,2022-02-06,BA.1
England/PHWC-PEPSYQ/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEM99K/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP8CF/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPEMG/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEM6PO/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPZPU/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPMDU/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPF14/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEM9HO/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP3BJ/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPM4R/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP3ZH/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPC3F/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP3KZ/2022,2022-02-08,111,2022-02-06,BA.1
England/PHWC-PEP8Y7/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPYPK/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPTRM/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEM76Q/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP1WJ/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEP8OH/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPZ4A/2022,2022-02-08,111,2022-02-06,BA.1
England/PHWC-PEPAQO/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPTSG/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPAIB/2022,2022-02-08,111,2022-02-06,BA.1
England/PHWC-PEPSNK/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPE1Z/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEPKR1/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEM96C/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-36971FD/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36A3422/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-YYNUPT8/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQB7G/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQPM9/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQEXH/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQXED/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQCXA/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQQJN/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQER1/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQQAD/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQX3Y/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQX7A/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQ84G/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQR8O/2022,2022-02-08,111,2022-02-06,BA.1
Wales/PHWC-PEQE95/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-368ACA1/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/SCOT-5479/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBHIF5/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBO774/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0A4Z07/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T06EZB2/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T072Z97/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T068ZA5/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0B7Z1C/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0A8Z65/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0B3Z09/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T08BZF5/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T077Z6B/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0B4Z15/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0B8Z0A/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0A6ZA7/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0B0Z4E/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T085Z51/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T06DZA6/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0A4ZAD/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T084Z36/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0ABZ20/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0A7Z59/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T072Z5B/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0B0Z3F/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0B7ZEF/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T076ZC8/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0B2Z75/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0A8ZCF/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T07AZ80/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0AFZBB/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T080ZAB/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T07FZ45/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T079ZB0/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T07AZ26/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T068Z3C/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T06FZFB/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T0A9Z35/2022,2022-02-08,111,2022-02-06,BA.1
England/PHEC-5T084Z27/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYDIR9D/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-3670AD1/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-367428A/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3668D1F/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3668702/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366775E/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3668C5E/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3663989/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365A211/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366336D/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3659FDF/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36665EC/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3659F39/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3663A95/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3663190/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36638E6/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3663734/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36632F7/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3663804/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365A17E/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3659F84/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-367BCA3/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-367E068/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-367E280/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-367DF11/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-367DFF3/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-367E208/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-368A4E5/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366ACC5/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366A17B/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366A58E/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366AE0B/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366B893/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366BACA/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366B963/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366C883/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366B875/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366B866/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366B7D2/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366CF60/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366D178/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366D293/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366CFAC/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-366D0B7/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3663EA8/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYD741Z/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYB6NFK/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYYMW3Z/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYB3EEE/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBFX1I/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYDBFFY/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYB3Y81/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYYI7MS/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBSANK/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYB41UF/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYDZCTU/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYYMF3G/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYDT1QY/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBESFD/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3661921/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3661A88/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3661C55/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3657FB3/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3659CF6/2022,2022-02-08,111,2022-02-06,BA.1
England/MILK-36577BB/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-3654709/2022,2022-02-08,111,2022-02-06,BA.1
England/MILK-363B28F/2022,2022-02-08,111,2022-02-06,BA.1
England/MILK-363B119/2022,2022-02-08,111,2022-02-06,BA.1
England/MILK-363E7AB/2022,2022-02-08,111,2022-02-06,BA.1
England/NEWC-363AF7A/2022,2022-02-08,111,2022-02-06,BA.1
England/NEWC-363AF6B/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3648E5E/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36472CC/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-364861A/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3648780/2022,2022-02-08,111,2022-02-06,BA.1
Wales/ALDP-36483F5/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-36488E7/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36584FF/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365BD2E/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3658082/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3656093/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3655FE2/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3656084/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3656075/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365BEB2/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36583F2/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365CEDF/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365BC9A/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3655D51/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3655DBB/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3658310/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365C060/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365D15D/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365CD87/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365BC8B/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3655E03/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36583A7/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-364EFCE/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-364DC7D/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-364DF56/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-365E0AA/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3645CEE/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3645C93/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3645DFA/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3645C66/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3645FF4/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3645C48/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-364C6CB/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-364C50A/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-364C898/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-364C616/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3653B3B/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYYDEK1/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYDTQEO/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYYQMPU/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYNDMT6/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYN56I1/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBHKA9/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYNWD5X/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYB9POG/2022,2022-02-08,111,2022-02-06,BA.1
England/DHSC-CYBBMAI/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3620584/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-36203E4/2022,2022-02-08,111,2022-02-06,BA.1
England/HSLL-3621AC0/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/NEWC-36209F1/2022,2022-02-08,111,2022-02-06,BA.1
England/NEWC-3620C34/2022,2022-02-08,111,2022-02-06,BA.1
England/MILK-36224FE/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3622BAE/2022,2022-02-08,111,2022-02-06,BA.1
England/MILK-3622230/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-364090A/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-363FF48/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-3640E0B/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-363F9D1/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363F3A6/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-3640DE0/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-363F6AD/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-363F86B/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-363F9C2/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3640278/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363DE5C/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-363F018/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-363D9D3/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363DA67/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363DD5F/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363DC43/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363DB37/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-363BB66/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363DA49/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-363BC09/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363DBBF/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-363BA1E/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-363EED3/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363DBFB/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-363BB84/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-363DB91/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3628759/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-362871D/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3628610/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-36285E6/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-36297B2/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-3628D84/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3628777/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-36288DE/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-36291D2/2022,2022-02-08,111,2022-02-06,BA.1
England/ALDP-3628531/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-3629776/2022,2022-02-08,111,2022-02-06,BA.1
Scotland/QEUH-3628D48/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-36317E4/2022,2022-02-08,111,2022-02-06,BA.1
England/QEUH-3632C3F/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-363182D/2022,2022-02-08,111,2022-02-06,BA.1
England/LSPA-3631966/2022,2022-02-08,111,2022-02-06,BA.1
